ASIN,Title,Manufacturer,Product_Dimensions_inches,Batteries,Date_First_Available,Item_Weight,Is_Discontinued_By_Manufacturer,Item_model_number,seller,Seller_rank,Seller_category
B07TJXGJ8C,Gaming Headset Bass Surround Sound Stereo PS4 Headset with Flexible Microphone Volume Control Noise Canceling Mic Over-Ear Headphones Compatible for PS4 Xbox one Laptop PC Mac Purple,Northtown,11.3 x 8.27 x 4.53 ,,2019-06-25,2.384,,,NorthTown,1737,VideoGames
B087LTMFDF,lorelei l1 Kids Wired Headphones with Microphones & Volume Control with Nylon line and 3.5mm Socket Compatible Cellphone ipad comptuer MP3/4(Pink),LORELEI,5.3 x 4.9 x 3.2 ,,2020-04-23,1.28,,L1,lorelei,1452,On-EarHeadphones
B079M27C6B,Avengers Infinity War Headphones for Kids with Built in Volume Limiting Feature for Kid Friendly Safe Listening,Ekids,6.5 x 2 x 5.5 ,,,0.00112,No,AV-140v8M,ACMS,2011,Over-EarHeadphones
B07SZ9C18P,"CHARGEWORX Lightning to 3.5mm Headphone Jack Adapter MFi Certified Audio Connector for Apple iPhone 11/PRO, X/XR/XS/XS Max, 8/8 Plus, 7/7 Plus, iPod, iPad Supports Music Control & Call Functions-Black",CHARGEWORX,6.5 x 3.7 x 0.3 ,,2018-12-21,0.1296,,CX4753BK,YellowDeal,1011,HeadphoneAdapters
B088RC8BZM,"MillSO USB Type C to 3.5mm Headphone Jack Adapter, Sapphire Blue TRRS Type-C Male to 3.5mm Female Headset Jack Aux Audio Cable Cord Built-in DAC Chip for Headphone, Speaker, Car Stereo - 11 inch",MillSO,6.14 x 3.86 x 0.24 ,,2020-07-24,0.09008,,TC351F-30U,MILLSO US,684,HeadphoneAdapters
B009M7G9PM,Audiovox Single Channel Wireless Fold-Flat Headphones with Batteries,JensenMobile,1.5 x 7.5 x 10 ,2 AA batteries required. (included),2012-10-05,0.896,No,MTGHP1CA,Bargain Ben,2210,Over-EarHeadphones
B08NC46HS1,"(2 Pack)[Apple MFi Certified] 2 in 1 Dual Lightning Adapter & Splitter for iPhone,Dongle Headphones Adapter Aux Cord 4 in 1 Music+Charge+Call+Volume Control Compatible for iPhone12/11/11 Pro/XS/XR /8",Belcompany,6.5 x 4 x 0.45 ,,2020-11-16,0.1808,,,Glaida,80,HeadphoneAdapters
B07MDJQ82L,"Oriver High-Resolution in Ear Headphones with Microphone, Volume Control Compatible with iPhone, Android, iPod and All 3.5mm Jack Devices",oriver,4.72 x 4.65 x 0.94 ,,2020-09-04,0.1696,,,Walkerfit,3623,Earbud
B07KVMH6SW,"Back Bay Runner Wireless Bluetooth Earbuds [2020 Update] Sweatproof Headphones. Featuring Adjustable Ear-Hooks, 8-Hour Battery, 5 EQ Sound Modes, Microphone and Earphone Carrying Case",Back Bay Audio,1.4 x 0.56 x 0.57 ,1 Lithium ion batteries required. (included),2018-12-09,0.024,No,American EQ 27,Back Bay Brand,3434,Earbud
B073R2X1MY,"BLACK GUMY In ear earbuds with stay fit ear tips and MIC. Wired 3.3ft colored cord cable with headphone jack. Small, medium, and large ear tip earpieces included. JVC GUMY HAFX7MB",JVCKENWOOD USA Corporation,1.4 x 2.2 x 6.85 ,,2017-12-06,0.06208,No,HAFX7MB,Click & Save 255,1522,AudioHeadphones
B08HCR7LDV,Bone Conduction Headphones Bluetooth 5.0 Open-Ear Wireless Free Ears Lightweight Sports Headsets HiFi Stereo Earbuds with Mic for Jogging Running Driving Cycling,AS10 Bone Conduction,2.36 x 2.36 x 2.36 ,,2020-09-03,0.704,,,Vifun US Store,3316,Earbud
B08N1273W5,"Wireless Earbuds,Bluenin BlueLiberty Pro 1 Bluetooth Headphones,10 MM Speaker Driver,Deep Bass Sound,One-Step Pairing Bluetooth Earbuds Sport Earphones, 40 Hrs Playtime/Twin&Mono Mode/Mics (Black)",Bluenin,2.76 x 1.18 x 1.18 ,3 Lithium Polymer batteries required.,2020-11-10,0.128,,BlueLiberty Pro 1,Bluenin Audio,2471,Earbud
B07KJQX3YR,"Cyber Acoustics USB Stereo Headset with Headphones and Noise Cancelling Microphone for PCs and Other USB Devices in The Office, Classroom or Home (AC-4006)",Cyber Acoustics,2.6 x 7 x 6.9 ,,2018-09-18,0.768,No,,Cyber Acoustics,99,ComputerHeadsets
B08Q3PKJ5W,"USB C to 3.5mm Headphone Adapters, Aprilery Type C Dongle Aux Audio Jack Converter with DAC Chip Compatible for Samsung Galaxy S20/S10, Note20/10/, Pixel 5/4/XL, iPad Pro 2020/2018, OnePlus and More",Aprilery,6.02 x 1.46 x 1.22 ,,2020-12-09,0.06208,,USBDAC,aprilery,604,HeadphoneAdapters
B07D822P5D,Bulk Earbuds Headphones Wholesale Earphones - Keewonda 100 Pack Disposable Ear Buds Bulk Multi Colored Headphones for School Classroom Students,Keewonda,3.93 x 0.55 x 0.39 ,,2018-05-23,1.98,No,,keewonda,3098,Earbud
B0858ZXX8Q,"Wireless Earbuds, Bluetooth 5.0 Headphones IPX8 Waterproof Earbuds, 150H Playtime, Noise Cancelling in Ear Wireless Headphones with Mic, Touch Control, 3000mAh Charging Case LED Power Display",Ykall,5.7 x 3.8 x 1.7 ,,2020-02-28,0.768,,,Ykall,10165,Earbud
B0851PRQ96,"Barbie Kids Headphones, Adjustable Headband, Stereo Sound, 3.5Mm Jack, Wired Headphones for Kids, Tangle-Free, Volume Control, Childrens Headphones Over Ear for School Home, Travel",KIDdesigns,8 x 2.72 x 11.27 ,,2020-02-21,1.152,,BE-140,,934,On-EarHeadphones
B08M5RY2DB,"USB C Splitter Audio and Charging, SYIHLON USB Type C Headphone and Charger Adapter Compatible with Google Pixel/Samsung/iPad Pro/OnePlus and More, Dual USB C Adapter",SYIHLON,6.22 x 2.17 x 0.47 ,,2020-10-29,0.2144,,,Nuodayuan,1115,HeadphoneAdapters
B01CYC9YA8,"BlueFire Pro Bluetooth Headphones, Trucker Bluetooth Headset, Wireless Over Head Earpiece, On Ear Car Bluetooth Headphones with Microphone for Truck Driver, Phones, Skype, Call Center, Office",BlueFire,6.38 x 6.38 x 2.28 ,1 Lithium ion batteries required. (included),2016-03-14,0.2544,No,CAL011-BF-123,BlueFire Tech,27773,CellPhones
B0854HZMHD,"Earbuds with Microphone, in Ear Headphones with Volume Control, Built-in Mic Wired Earphones for Android Smartphone Tablet Laptop 3.5mm Audio Plug Devices, Black",QWDBG,4.1 x 2.5 x 0.3 ,,2020-02-25,0.2528,,Q-48,QWDBG,2361,Earbud
B076ZW42W1,Blue DJ Headphones (0359),,7.94 x 7.94 x 9.06 ,1 Lithium ion batteries required. (included),2017-11-05,1.06,No,359,Sound Systems,3642,Over-EarHeadphones
B08BJJ326Q,"USB C to 3.5mm Audio Headphone Jack Adapter 3 in1(PD Charing,USBC and 3.5mm Headphone) Compatible for IPAD Pro/Huawei P30,P30 Pro,P20 Pro/Samsung S10,S9+,S10e/XiaoMi 9,Mix 2S/LG G8,V50/Google pix 3XL",JinKaiYe,4.13 x 2.17 x 0.59 ,,2020-06-20,0.1296,,,Fangduo,1049,HeadphoneAdapters
B07Y1FJ483,"GuliKit Route Air Bluetooth Adapter for Nintendo Switch/ Switch Lite PS4 PC, Dual Stream Bluetooth Wireless Audio Transmitter with aptX Low Latency Connect Your AirPods Bluetooth Speakers Headphone",Android/iOS,1.89 x 0.55 x 0.52 inches; 1.59 Ou,,2019-09-17,0.2528,,NS07,AntankDirect,993,VideoGames
B08N47D5QR,"LIUHE Bluetooth Headphones, Foldable Wireless Neckband Massage Headset Sports Noise Cancelling Stereo Earphones with Mic,55 Hours of Listening Time (2021 Latest Model) (White)",Qihe Dianzi,6.42 x 4.17 x 2.28 ,,2020-11-10,1.12,,,qihedianzi,6335,Earbud
B08D3HW92C,"Desktop Headphones Headset Holder Mount Hook Stand, Foldable Under Desk Earphone Holder with Adjustable Clamp, PS4 PC Gaming Headphone Hanger",N/B,3.94 x 2.36 x 1.34 ,,2020-07-16,1.408,,GM-R191,jimeiteshidai,322,HeadphoneStands
B07RHWDY9N,"Master & Dynamic MW65 Active Noise-Cancelling (Anc) Wireless Headphones – Bluetooth Over-Ear Headphones with Mic, Silver Metal/ Brown Leather",Master & Dynamic,6.5 x 2.6 x 3.54 ,1 Lithium Polymer batteries required. (included),2019-06-01,1.376,,MW65S2,,1795,Over-EarHeadphones
B086K1Q1SM,"Wireless Earbuds,5.0 Touch Control Bluetooth Headphones with Charging Case,HD Stereo True Wireless Sport in-Earphones Builtin Mic/ 5 Hours Playtime Pink",Fricon,4.72 x 2.76 x 2.36 ,,2020-03-30,0.0056,,i12,Fricoo,1254,Earbud
B07WJJKXM2,Knox Gear Hard Shell Headphone Case (Large),Knox Gear,9.8 x 10.25 x 5.1 ,,2019-08-12,1.488,,,,17319,HeadphoneCases
B07RY9RC36,JBL Duet Mini 2 Wireless Bluetooth in-Ear Headphones/Earbuds Hands Free Calls Pure Bass Sound (Black),JBL,6.3 x 4 x 1.4 ,,2020-03-19,0.64,,Duet Mini 2,BYDEALS,1876,Earbud
B084ZDDTG2,2 Pack-Apple Lightning to 3.5 mm Headphone Jack Adapter Connector Aux Audio Earphones/Headphone Dongle Stereo Cable for iPhone 7/7 Plus/8/8 Plus/X/Xs Xs Max/XR/11 Support iOS 13[Apple MFi Certified],Carphone Warehouse,7.5 x 3.15 x 0.3 ,,2020-02-20,0.10144,,,Carphone Warehouse.,89,HeadphoneAdapters
B06X9Y361F,"Aftershokz Wireless Trekz Titanium Mini Bone Conduction Headphones (Slate Grey), 2.1",Aftershokz,5.31 x 2.56 x 6.5 ,1 CR2 batteries required. (included),2017-02-24,1.408,No,AS600MSG,,1317,Over-EarHeadphones
B08QMG7Z4R,"[2 Pack] Headphone Adapter for iPhone, Dual Ports Dongle Charge Jack AUX Audio,3.5 mm Headphone Jack Adapter,Compatible with iPhone 7/7Plus/8/8Plus/X/XS/XS/11/11 Pro (Support iOS 10/11/12/13)",QIADUACUO,5.4 x 3.2 x 0.3 ,,2020-12-15,0.10144,,,TANDUAJIN,216,HeadphoneAdapters
B00DYP98LU,Foxnovo1M 3.5mm Male to Female Stereo Headphone Audio Extension Cable Cord with Volume Control (Black),Foxnovo,5.91 x 1.97 x 0.79 ,,2013-07-16,0.0512,No,1393584188-1,PEMERLE,77,HeadphoneExtension
B07J23PLF9,Bluetooth Wireless Active Noise Canceling Headphones Reduce Environment Noise in Airplane & Noisy Environment | Quiet Comfort Headphones Foldable with Airplane Adapter & Case for Traveler,VISBR,8.74 x 5.75 x 3.58 ,1 Lithium ion batteries required. (included),2018-10-04,0.1072,No,VB-VESC0-SB,OvisLink,2474,Over-EarHeadphones
B07TWB1R8B,2019 Stereo Headphones for Samsung Galaxy S10 S10e S10 Plus - Designed by AKG - with Microphone (White),Samsung,7.1 x 3.1 x 0.6 ,,2019-07-01,0.128,,,Sunshine Online Deals,469,Earbud
B08C7ZF8RC,"Earbud Tips Soft Silicone Earbuds Replacement Tips Fit for in-Ear Headphones(Inner Hole from 3.8mm - 4.2mm Earphones) 9 Pairs S/M/L,Black/Blue",Brandless,2.4 x 1.8 x 0.6 ,,2020-07-02,0.10144,,,xinpinke,1191,HeadphoneEarpads
B004RE3YOE,Sony MDRE9LP/GRAY Ear Buds,Sony,10 x 10 x 10 ,,2011-03-10,0.03392,No,MDRE9LP/GRAY,DREAM FIELD K,411,Earbud
B08RNY11F2,Headset with Microphone for iPhone 12 11 Pro Max X Xr 8 7 6 5 SE. Zoom Skype Conference Calls and Noise Cancelling Boom Mic with iPhone 11/12 Adapter,ANYWY,4 x 3 x 3 ,,2020-12-30,0.5648,,5483-52,olenik,118,ComputerHeadsets
B08NXZVLPF,iSound Audio Isound BT-3500 Wireless Headphones with Mic and Music Contrls- 40mm Drivers Up to 15HRS Play Time,iSound,9.5 x 7.75 x 3.5 ,,2020-11-21,2.304,,BT-3500,,1300,On-EarHeadphones
B07TWSTFPG,Magnavox MHP5031-BK Foldable Stereo Headphone with Extreme Bass Black,Teds Electronics,9.13 x 8.11 x 2.09 ,,2019-07-08,1.408,,MHP5031BK,California Distribution Inc,590,On-EarHeadphones
B07KY7YKJ9,"Audio-Technica ATH-SR30BTBK Bluetooth Wireless Over-Ear Headphones, Charcoal Gray",audio-technica,10 x 8 x 2 ,1 Lithium Polymer batteries required. (included),2019-01-03,1.088,No,ATH-SR30BTBK,,1259,Over-EarHeadphones
B08FST9R34,"Gaming Headset Pink with Microphone for PC, PS4, Xbox One, Noise Cancelling Headphones with USB LED Eposy E9",Eposy,8.43 x 8.15 x 4.65 ,,2020-08-13,1.04,,E9,EposyDirect,8358,VideoGames
B08QJ8BGZZ,"MITERV Headphone Stand Headset Holder Earphone Stand with Aluminum Supporting Bar Flexible Headrest ABS Solid Base for All Headphones, Black",MITERV,8.47 x 3.98 x 0.87 ,,2020-12-14,0.688,,,MITERV,275,HeadphoneStands
B07T41C1D4,"dyplay USB C Headphones, Active Noise Cancelling in-Ear Headphones with ANC & MEMS Mic, Hi-Fi Stereo Wired Earbuds Compatible with New iPad, Samsung, HTC, Huawei, Google Pixel 3/2/XL, Xiaomi",dyplay,50 x 0.4 x 0.2 ,,2019-06-17,0.112,,,dyplay-audio,2499,Earbud
B00DI88XQO,"KabelDirekt – Aux Cord, Stereo & Audio Cable 3.5mm (Unbreakable & great for iPhones, iPads, Headphones, Smartphones, Notebooks, MP3 Players, Cars & other devices with 3.5mm Aux Port) – 15 feet – black",KabelDirekt,5 x 1 x 4.8 ,,2013-06-18,0.64,No,239,KabelDirekt Products,244,Stereo1/4-inch
B08BNXFQ6P,"Bluetooth Headphones Speaker 2 in 1,Bluenin Neckband Wireless Headset with Mic Sweatproof Wearable Speaker Bluetooth 5.0 Headphones Retractable Earbuds with Carrying Case（Black）",Bluenin,8 x 7 x 2 ,2 Lithium ion batteries required. (included),2020-06-23,0.384,,,Bluenin Audio,2061,Earbud
B08KVWDQKP,"Apple MFi Certified Lightning to 3.5 mm Headphone + Charge Adapter, 2-in-1 Dual Port Aux Splitter Compatible with iPhone SE/11/11Pro/X/XR/XS/8/7, iPad, Support iOS + Calling + Sync +Music Control",DESOFICON,6.54 x 4.25 x 0.31 ,,2020-02-25,0.05072,,,Holoy Direct,676,HeadphoneAdapters
B07PP5YB49,TCL MTRO200BT Wireless On-Ear Headphones Super Light Weight Headphones with 32mm Drivers for Huge Bass and 20 Hour Playtime – Burgundy Crush,TCL,1.89 x 7.68 x 8.86 ,1 Lithium Polymer batteries required. (included),2019-04-07,1.504,,MTRO200BTRD,Rubicon Trading,2952,On-EarHeadphones
B08GQ4XFYG,TXGOT 3D Soft Silicone Protective Cartoon Fashion Cute Food Design AirPods Pro Cover Skin Kids Girls Funny Cool Fun Headphone Accessories Keychain Charging Cases for Apple AirPods Pro (Mineral Water),TXGOT,3.5 x 0.5 x 2 ,,2020-08-26,0.3376,,,HANGD,10138,HeadphoneCases
B083F9CBMF,"Lasuney Waterproof Bluetooth 5.0 True Wireless Earbuds, 35H Cyclic Playtime Headphones with Charging Case and mic, in-Ear Stereo Earphones Headset for Sport",LASUNEY,1.79 x 0.69 x 0.72 ,1 Lithium Polymer batteries required. (included),2020-01-02,0.1024,,,Hitofish Store,242,Earbud
B08NDX8DYV,"iPad Air 4th Generation Case with Keyboard (10.9 inch, 2020), iPad Pro 11 Case 2020 with Keyboard- 7 Color Backlight- 360° Rotatable- Touchpad Keyboard Case for iPad Air 4 Gen/iPad Pro 11""(Rose Gold)",KVAGO,11.26 x 8.19 x 1.26 ,,2020-08-24,2,,,KVAGO,1043,TabletKeyboard
B07P5TFNM4,IHOME Avenger Headband/Headphone,DEEJAYLED,1 x 1 x 1 ,,2019-02-27,0.768,,AV143,Amazing Prime Finds,1630,Over-EarHeadphones
B07N9NJVY4,TCL Mtro200 On-Ear Wired Headphones Super Light Weight Headphones with 32mm Drivers for Huge Bass and Built-in Mic – Burgundy Crush,TCL,1.89 x 7.68 x 8.86 ,,2019-03-21,1.36,,MTRO200RD,SuperStoreON,1231,On-EarHeadphones
B07Y1QRD93,"Active Noise Canceling Headphones, [Upgraded] 6.3oz Lightweight Wireless Bluetooth Headphones Over Ear with CVC6.0 Mic, 20Hrs Playtime for Travel TV PC Cellphone",Conambo,6.7 x 6.2 x 3.1 ,1 Lithium ion batteries required. (included),2019-09-18,2.048,,,CNBtek,1198,Over-EarHeadphones
B07P69RSM5,"Rockpapa Star On Ear Headphones Foldable, Adjustable Headband for Kids Childrens Boys Girls Adults, Smartphones Tablets Computer DVD Green",RockPapa Inc,7 x 2.8 x 5.5 ,,2019-03-01,1.456,,star,RockPapaDirect,1159,On-EarHeadphones
B07MYPW8MH,"ALWUP A9 Xbox One Headset, PS4 Gaming Headset with Mic, PC Game Headphones with Microphone for Gamer Playstation 4 Xbox 1 S & X Nintendo Switch Computer Laptop of Stereo Surround Sound, Deep Ear Pads",ALWUP,8.74 x 7.56 x 4.41 ,,2019-01-20,1.84,No,ALWUP - A9,ALWUP Inc.,27220,VideoGames
B08MZTD6Y4,"Wireless Earbuds in-Ear, Bluetooth Headphones with Microphone TWS Earphones Sports Headsets LED Display Touch-Control Earbuds with Charging Case-White",yixiangminzukejifazhanyouxiangongsi,4.02 x 3.98 x 1.38 ,,2020-11-09,0.5856,,,linquanxianyixiangminzukejifazhanyouxiangongsi,652,TelephoneHeadsets
B076T52Z7L,"Over Ear Earbuds, Running Sport in Ear Buds Bass Noise Isolating Colorful Headphones with Flexible Earhook and Mic for Teen Young Youth Wired Earphones for Gym Workout Exercise Jogging",Earhon,3.6 x 1.6 x 4 ,,2017-11-10,0.1024,No,4336233943,Yifeitree,534,Over-EarHeadphones
B07ZGFNJNW,"EKSA PS4 Gaming Headset Xbox One Headset with Noise Cancelling Mic & RGB Light - Gaming Headphones for PC, Laptop, Xbox One Controller (Adapter Not Included), PS4, Nintendo Switch - 3.5mm cable",EKSA,8.82 x 7.8 x 3.82 ,,2019-10-22,1.59,,,,7039,VideoGames
B07RJ39XN1,"Active Noise Cancelling Headphones, dyplay ANC Over-Ear Wireless Bluetooth Headphones with Dual-Mic Deep Bass, Comfortable Potein Earpads Wired Mode Foldable Headset for TV Cellphone Travel Work",dyplay,7.7 x 6.3 x 3.14 ,,2019-05-08,1.36,,,dyplay-audio,1631,Over-EarHeadphones
B07K88THN6,"Headband Cover Compatible with PM-3, PM-2, PM-1, ATHM50S, Crossfade Wireless, MDR1R, MDR1RBT, MDR1A Headphones.",LTYIVABHTTW,7.17 x 7.13 x 0.51 ,,2018-08-14,0.1968,No,,LTYIVABHTTW,1391,HeadphoneEarpads
B07R54MR7J,"MEE audio X10 Truly Wireless in-Ear Headphones with Ergonomic Design, IPX5 Sweat Resistance, and 4.5 Hours Battery Life (23 Hours with Included Compact Charging case) (Black)",MEE audio,11.99 x 7.49 x 4.09 ,2 Lithium Polymer batteries required. (included),2019-04-25,0.09024,,X10-BK,,4611,AmazonLaunchpad
B0878XCM69,"Bluetooth Wireless Earbuds, Bluedio P(Particle) TWS Wireless Earbud Headphones in-Ear Earphones with Charging Case, Mini Car Headset Built-in Mic for Cell Phone/Running/Android, 6Hrs Playtime, Black",Bluedio,1.4 x 2.6 x 1.49 ,1 Lithium ion batteries required. (included),2020-04-18,0.6144,,P,Bluedio,938,Earbud
B08QM84TKT,"Wireless Earbuds Bluetooth 5.0 Headphones with 24Hrs Charging Case,IPX5 Waterproof Earbuds Built-in Mic Single/Twin Mode,3D Stereo Earphones,Suitable for Airpods/iOS/Android/Samsung",KLAS,10 x 10 x 3.5 ,1 Lithium ion batteries required. (included),2020-12-15,0.6144,,,SO9NRI54LL,4334,Earbud
B08G44JY6Q,"USB to 3.5mm Jack Audio Adapter, Koopao 2in1 External USB Sound Card, 3.5mm Aux to USB to Audio Jack Sound Adapter Support CTIA OMTP Headphone TRRS Jack for PC Windows 10 PS4 Laptop Mac, 24Bit 96Khz",KOOPAO,13.78 x 0.39 x 0.2 ,,2020-08-18,0.08464,,T1A1-R-GY,KOOPAO-US,16,ExternalSound
B08F23VBDY,"Earphones for iPhone, Ubluker in-Ear Headphones for iPhone, HiFi Stereo Wired Earphones, Noise Isolating Earbuds with Mic and Volume Control Compatible with iPhone SE/11/11 Pro/XS/XR/X 8 7 6Plus/iPad",Ubluker,7.1 x 2.4 x 0.2 ,,2020-07-31,0.1296,,,Datiandou us,2194,Earbud
B08K2DVFSC,"Bluetooth5.0 Headphones Over Ear，ABLEGRID Q10 Hybrid Active Noise Cancelling Headset，CVC6.0 Hi-Fi Deep Bass Stereo Sound Earphones Comfortable Protein Earpads,35H Playtime for Indoor,Work,Travel",ABLEGRID,7.1 x 8.6 x 3.1 ,,2020-09-26,0.08464,,,APSZ,3236,Over-EarHeadphones
B08JKPWG2K,"DigiBobs Wired Earbuds with Microphone - Magnetic Design, Wired Headphones with Enhanced Bass, Volume Control, 3.5mm Plug, Medical Grade Silica Gel in-Ear Ear Buds, Black",DigiBobs,2.8 x 2.5 x 0.5 ,,2020-10-08,0.1296,No,DBWRDEB01,DigiBobs,1635,Earbud
B0891V7V8C,"Wired Earbuds Headphones, 3.5mm Jack, Noise Canceling Earphones with Built-in Mic&Volume Control Compatible with all 3.5mm connector devices",Bestf,5.59 x 4.02 x 0.83 ,,2020-05-22,0.3552,,,US-upreal,4630,Earbud
B01LYZIJAP,"CAILLU Cord Organizer,Cord Keeper,Cable Organizer USB Holder,Cable Management,Cable Straps,Earbud case,wrap Headphone,Headset Winder,Phone Earphone Clips Ties,Tiny Leather Gifts Gadget 5",Caillu,2.64 x 2.6 x 0.75 ,,2016-12-19,0.05072,No,4330221274,Caillu lnc,1364,Electronics(
B08FCHH94R,Wireless Earbuds Hi-Fi Bluetooth Headphones with USB-C Fast Charging Case TWS Stereo Earphones in-Ear Mic Headset 3D Stereo Noise Cancelling Deep Bass for Sport,Uplayteck,5.3 x 3.1 x 1.9 ,,2020-09-09,0.768,,,Uplayteck,2199,Earbud
B08PFHC35B,"True Wireless Earbuds, Amoner Bluetooth 5.0 Headphones in Ear with Charging Box (Micro USB) and Microphone for Android/iOS iPhone/Samsung",Amoner,3.11 x 2.64 x 1.26 ,,2020-12-02,0.3328,,,Bestar-US,3526,Earbud
B088GJ9XKF,"ABKONCORE B719M Pro Gaming Headset with Superb 7.1 Sound Card, Gaming Headphone for PS4, PC, Xbox one, Switch, Laptop, Mac with Noise-Canceling Microphone, Bass Vibration, RGB Light, In-line Control",ABKONCORE,10.8 x 9.7 x 5.1 inches; 1.35 Pound,,2020-05-12,1.35,,B719M,ABKONCORE,2234,VideoGames
B087CVRXFC,"2PCS New Replacement Headphone Jack Plug Port for Xbox One Slim S Wireless Controller, 3.5mm Headset Connector Port Socket Replacement with T6 T8 Screwdrivers",CometSouth,3.15 x 2.76 x 0.31 ,,2020-05-21,0.2528,,YXJ0008,marspell,18497,VideoGames
B086GNPVY3,Stylish Compact Bluetooth Earbuds Wireless Bluetooth 5.0 Headphones Bluetooth Earbuds Stereo Earphone Cordless Sport Headsets in-Ear Earphones Built-in Mic Smart Phones Work/Running/Travel/Gym,Unleashed,4.1 x 3.7 x 1.4 ,3 Lithium Polymer batteries required. (included),2019-06-17,0.3376,,,unleashed online,3084,Earbud
B07RW33T8C,KINPS Apple MFI Certified Lightning to 3.5 mm Headphone Jack Adapter Compatible with iPhone 11 Pro Max/11 Pro/11/XS Max/XS/XR/X/8 Plus/8/7 Plus/7 (White),KINPS,2.76 x 1.93 x 0.55 ,,2019-05-13,0.6144,,,Kinps,635,HeadphoneAdapters
B07QYRLFPV,"aceyoon Under Desk Headphone Stand Foldable Gaming Headset Hanger Mount Universal Metal Earphone Holder Hook with Adjustable Clamp Screwless Installation Multifunctional for Headsets, Umbrellas, Bags",aceyoon,4 x 1.5 x 1.5 ,,2019-04-22,0.5632,,,SOMNOW STORE,65,HeadphoneStands
B08LLBK9ZZ,Wireless Earbuds Headphones Bluetooth 5.0 Ear Buds Built in Mic in Noise Cancelling Earphones with Charging Case Touch Control Sport Headsets in-Ear Headphones for iPhone/Android/Apple Earbuds,Lemail wig,3.46 x 3.43 x 1.34 ,,2020-12-24,0.01696,,,TTzi,1121,Earbud
B085L4CN89,"JBL Tune T120TWS Case Cover, Alquar Premium Soft Silicone Skin Cover Shock-Absorbing,Anti-Scratch Protective Case with Keychain for JBL Tune T120TWS True Wireless Headphone [Front LED Visible] (Red)",Alquar,6.26 x 3.11 x 0.39 ,,2020-03-06,0.1024,,,SUUMEE,1387,HeadphoneCases
B08JP39937,OWAIZU Computer Speakers USB Powered Stereo Wired Mini Sound Bar with 3.5mm Headphone Output and Microphone Input Jacks for Desktop Laptop Computer Mac Projector Monitor Tablets etc. [Silver],MINGKANGSHENG,16.89 x 3.66 x 2.32 ,,2020-09-30,1.5,,S11,HanRuUS,449,ComputerSpeakers
B07S77F9WK,Solo HD Headband Replacement Parts Repair Kit Compatible with Beats by Dre Solo HD Wireless Headphones (White),KAPON,7 x 3.3 x 1.3 ,,2019-03-26,0.2528,,,IGRONE,2775,HeadphoneEarpads
B08L34CFQM,"USB c to 3.5mm Headphone Adapter Compatible with P30 Pro, P20 Pro/Mate 20 Pro/iPad Pro/Google Pixel/Samsung/OnePlus/xiaomi [2 Pack].",yakicag,5.5 x 3 x 0.1 ,,2020-10-12,0.05072,,,yakicag,2003,HeadphoneAdapters
B07ZDMJ75K,"H2O Audio Interval Swim Headphones for Apple Watch Series 2, 3, 4, 5, 6 Waterproof IPX8, in-Ear Stereo Earbuds, Noise Cancelling, No Drag Short Cord, Great for Swimming, Running and Sports Activities",H2O Audio,7.17 x 4.53 x 1.3 ,1 Lithium ion batteries required. (included),2019-10-21,0.3936,,MP8-BL-SHO,H20 Audio,1603,Earbud
B00HQ658SK,Bounty Hunter Metal Detector Binaural Headphone HEAD-PL,Bounty Hunter,7 x 4 x 8 ,,,1.1,No,B00HQ658SK,Gustotrade,1706,Over-EarHeadphones
B08S6YRYYC,Headphone Adapter Compatible for 12/11/11pro/11 pro mas/XR Adapter [Audio+Charge+Call+Volume Control ] Dual Ports Adapter Splitter Compatible for XS/Xmax/XR/X/8/8p/7/7p,KVK,0.39 x 0.39 x 0.39 ,,2021-01-06,0.0056,No,Headphones Adapter Splitter,KUKGOOD,4642,HeadphoneAdapters
B08QJL4XXS,Bluetooth 5.0 Headphones | in-Ear Earbuds with Silicone Charging Case Built-in binaural Microphone 3D Stereo Waterproof Noise Sports Headphones | Wireless Earbuds for iPhone/Android (Turquoise),YOYOER,4.06 x 3.94 x 1.34 ,3 Lithium ion batteries required. (included),2020-12-15,0.864,No,Wireless Earbuds,YOYOER,2790,Earbud
B079G6878V,"CESS 2-Pack 1/4"" Stereo Phone Screw-On Adapter - Male 1/8"" to Male 1/4"" - 3.5mm Stereo to 6.35mm Stereo",CESS,1.8 x 0.4 x 0.4 ,,2018-01-30,0.11264,No,0050*02,cess4x4,312,HeadphoneAdapters
B083R6YDXB,Mr Rex 5ft Headphone Aux Replacement Cable Cord for Audio Technica ATH-M50x M40x M70x Upgraded Braided 2.5mm to 3.5mm Stereo Jack Wire with Detachable 6.35mm Adapter & Twist-to-Lock Connector Design,Mr Rex,4.33 x 4.17 x 0.39 ,,2020-01-11,0.1296,,AUXLINE-ATV,ARITEK,328,HeadphoneExtension
B08NZ6LS4M,Orangutan with Headphones Mouse pad Art Animal Rectangular Personalized Design Premium Texture Mouse pad Waterproof Non-Slip Rubber for Gaming and Office,,,,2020-11-22,,,,ADSBBCCD,52678,OfficeProducts
